Track,Album,Album Disc Number,Album Label,Album Track Number,Area,Dates,Holiday/Special Event,Loop,Loop Notes,Loop Total Length,Loop Track Length,Track Artist,Track No.,Track Notes
Part of Your World (Jazz Version),BGM Disney Jazz Radio (Jazz Version),,,,Disneyland Hotel,,,Discovery Tower nighttime exterior [INC],,,,Massimo Roberti,,
Circle of Life,Disney Jazz Volume I: Everybody Wants To Be A Cat,,,,Disneyland Hotel,,,Discovery Tower nighttime exterior [INC],,,,Mark Rapp,,
Perdido,Date Nite At Disneyland With The Elliott Brothers Date Niters Orchestra,,,,Disneyland Hotel,,,High Key Club​,"This loop plays inside the High Key Club, the new concierge lounge at the Disneyland Hotel Adventureland Tower (11th floor) which opened on July 10, 2025. Inspired by the music and sounds of Disneyland Park circa 1955, Disneyland Hotel club-level guests can enjoy food and beverage in this mid-century modern lounge that pays homage to the history of audible magic at the park. Tracklist compiled by elecTRON rabbit based on his August 2025 reference recording. elecTRONrabbit notes that the loop is inspired by the ""Walt Disney Takes You to Disneyland"" album from 1956, and features partial clips of Walt from that album alongside park SFX. These ""Added Clips"" that play between tracks are markedly louder than the music, sometimes overpowering conversations in the room. See MouseBits, https://forums.mousebits.com/threads/high-key-club-disneyland-hotel.11181/ (2025).",01:40:09,,The Elliott Brothers Orchestra,1,
"Have You Got Any Castles, Baby",Hey...Let Yourself Go!,,,,Disneyland Hotel,,,High Key Club​,,,,Nelson Riddle,2,
A Sleeping Bee,Oscar Peterson & Nelson Riddle,,,,Disneyland Hotel,,,High Key Club​,,,,Oscar Peterson,3,
High Hopes,Essential Jazz Masters,,,,Disneyland Hotel,,,High Key Club​,,,,Jonah Jones,4,
Gay Spirits,"Ultra-Lounge: Space-Capades, Vol. 3",,,,Disneyland Hotel,,,High Key Club​,,,,David Rose,5,Starts at 0:06.953
Get Happy,C'mon...Get Happy,,,,Disneyland Hotel,,,High Key Club​,,,,Nelson Riddle,6,
Fantail,The Atomic Mr Basie,,,,Disneyland Hotel,,,High Key Club​,,,,Count Basie and His Orchestra,7,
Perfidia,"Ultra-Lounge, Vol. Eleven: Organs In Orbit",,,,Disneyland Hotel,,,High Key Club​,,,,Jackie Davis,8,
Samba de Orfeu,"Ultra-Lounge / Saxophobia, Vol. 12",,,,Disneyland Hotel,,,High Key Club​,,,,Bill Perkins,9,
An Occasional Man,Rhythm in Motion,,,,Disneyland Hotel,,,High Key Club​,,,,Johnny Williams Orchestra,10,
Flight of the Foo Birds,The Atomic Mr Basie,,,,Disneyland Hotel,,,High Key Club​,,,,Count Basie and His Orchestra,11,
Life is a Bowl of Cherries,Rhythm in Motion,,,,Disneyland Hotel,,,High Key Club​,,,,Johnny Williams Orchestra,12,
Sassy,Basie Land,,,,Disneyland Hotel,,,High Key Club​,,,,Count Basie,13,
Song of the Islands,String Along with Basie,,,,Disneyland Hotel,,,High Key Club​,,,,Count Basie,14,
Sunny Disposish,Rhythm in Motion,,,,Disneyland Hotel,,,High Key Club​,,,,Johnny Williams Orchestra,15,
The Rainbow Carverns (From Mine Train Through Nature’s Wonderland),Disneyland (Walt Disney Records: The Legacy Collection),,,,Disneyland Hotel,,,High Key Club​,,,,George Bruns,16,
Pirate Overture,Disney's Pirates of the Caribbean,,,,Disneyland Hotel,,,High Key Club​,,,,George Bruns,17,Ends at 0:36.258
Way Down Yonder in New Orleans,The Home of Happy Feet / Swing! Staged for Sound,,,,Disneyland Hotel,,,High Key Club​,,,,Van Alexander,18,
Otherworldly Concerto,The Haunted Mansion,,,,Disneyland Hotel,,,High Key Club​,,,,Gaylord Carter,19,Ends at 00:56.152
Someday My Prince Will Come,Oscar Peterson & Nelson Riddle,,,,Disneyland Hotel,,,High Key Club​,,,,Oscar Peterson,20,
Surrey With The Fringe On Top,Rhythm in Motion,,,,Disneyland Hotel,,,High Key Club​,,,,Johnny Williams Orchestra,21,
This Could Be the Start of Something,"Ultra-Lounge, Vol. 8: Cocktail Capers",,,,Disneyland Hotel,,,High Key Club​,,,,Dave Pell,22,
Extended Blues,The Swinging Count!,,,,Disneyland Hotel,,,High Key Club​,,,,Count Basie and His Orchestra,23,
You Are My Lucky Star,Hey...Let Yourself Go!,,,,Disneyland Hotel,,,High Key Club​,,,,Nelson Riddle,24,
Let's Do It (Let's Fall in Love),"I Love You, Cole Porter: The Pop Side of the Master Songwriter",,,,Disneyland Hotel,,,High Key Club​,,,,Johnny Williams and His Orchestra,25,
Put on a Happy Face,Rhythm in Motion,,,,Disneyland Hotel,,,High Key Club​,,,,Johnny Williams Orchestra,26,
Nation on Wheels (From Peoplemover),Disneyland (Walt Disney Records: The Legacy Collection),,,,Disneyland Hotel,,,High Key Club​,,,,George Bruns,27,
You Make Me Feel So Young,The Joy of Living,,,,Disneyland Hotel,,,High Key Club​,,,,Nelson Riddle,28,
The Varsity Drag,Rhythm in Motion,,,,Disneyland Hotel,,,High Key Club​,,,,Johnny Williams Orchestra,29,
Johnny One Note,Rhythm in Motion,,,,Disneyland Hotel,,,High Key Club​,,,,Johnny Williams Orchestra,30,
Binga Banga Bongo / Percolator,"Ultra-Lounge, Vol. 8: Cocktail Capers",,,,Disneyland Hotel,,,High Key Club​,,,,Terry Snyder & The All Stars,31,Ends at 02:34.498
Roller Coaster,"Ultra-Lounge, Vol. 8: Cocktail Capers",,,,Disneyland Hotel,,,High Key Club​,,,,Les Baxter,32,Starts at 00:13.949
Medley: One Mint Julep,"Ultra-Lounge / Saxophobia, Vol. 12",,,,Disneyland Hotel,,,High Key Club​,,,,Earl Palmer / King Curtis,33,
Rock-Cha-Rhumba (Medley),Ultra-Lounge: Cha-Cha De Amor,,,,Disneyland Hotel,,,High Key Club​,,,,"Ray Anthony and His Orchestra, Dickie Harrell & Rolley Polley",34,
"Walt ""Hello. Welcome to Disneyland..."" & Main Street SFX",,,,,Disneyland Hotel,,,High Key Club​,,,,,1.5,
"Walt ""Disneyland is your land with the hope that it will be a source of joy & inspiration to all the world""",,,,,Disneyland Hotel,,,High Key Club​,,,,,4.5,
"""All Aboard"" & SFX of the train",,,,,Disneyland Hotel,,,High Key Club​,,,,,5.5,
"Walt ""This is Adventureland..."" & Jungle Cruise SFX",,,,,Disneyland Hotel,,,High Key Club​,,,,,9.5,
"Walt ""Frontierland is a roaring river town..."" & Mark Twain SFX",,,,,Disneyland Hotel,,,High Key Club​,,,,,13.5,
"Walt ""We have a special attraction, Blue Bayou Lagoon""",,,,,Disneyland Hotel,,,High Key Club​,,,,,16.5,
Main Street Vehicles,,,,,Disneyland Hotel,,,High Key Club​,,,,,20.5,
Main Street Vehicles,,,,,Disneyland Hotel,,,High Key Club​,,,,,23.5,
"Walt ""Now it is time for a preview of tomorrow..."" & SFX of Monorail",,,,,Disneyland Hotel,,,High Key Club​,,,,,26.5,
"Walt ""Fantasyland is the world of imagination..."" & SFX of the Small World clock",,,,,Disneyland Hotel,,,High Key Club​,,,,,29.5,
SFX of the Matterhorn,,,,,Disneyland Hotel,,,High Key Club​,,,,,31.5,
Christmas Time Is Here Again,I Wanna Be Santa Claus,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],"This loop plays in the evening in the Downtown Disney District. This is the same loop as in previous years with the addition of three tracks, with the Jonas Brothers track repeated twice (noted). Tracklist compiled by pixelated based on his 2025 reference recording. See MouseBits, https://forums.mousebits.com/threads/dtd-nighttime-holiday-v-3-preliminary-tracklist.10875/post-100611 (2026).",01:43:30.397,00:01:19.238,Ringo Starr,1,
Winter Wonderland,Ho! Ho! Hoey II,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:02:55.199,Gary Hoey,2,
I'm Gonna E-Mail Santa,Another Rosie Christmas,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:14.320,"Rosie O'Donnell, Billy Gilman",3,
Spread a Little Love on Christmas Day,8 Days of Christmas,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:30.751,Destiny's Child,4,
Winter Dream,Disney Christmas,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:02:57.961,Freya Skye,5,Added in 2025 or prior
Rudolph the Red-Nosed Reindeer,I Wanna Be Santa Claus,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:02:18.877,Ringo Starr,6,
Soulful Christmas,A Soulful Christmas,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:06.315,James Brown,7,
Frosty the Snowman,The Best of Ho! Ho! Hoey,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:02:29.353,Gary Hoey,8,
Coming Home This Christmas,A Very Jonas Christmas Movie OST,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:19.774,Jonas Brothers,9,Added in 2025; repeated
Deck The Halls (Original Version),Brand New Day,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:05.914,SHeDAISY,10,
Christmas (Baby Please Come Home),A Very Special Christmas,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:02:14.915,U2,11,
Jingle Bells,Merry Axemas [A Guitar Christmas],,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:02:16.791,The Brian Setzer Orchestra,12,
Sleigh Ride,Sleigh Ride [Remixes],,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:43.216,TLC,13,
It's a Good Thing Santa Ain't Single,A December to Remember,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:03.300,Aaron Tippin,14,
The First Noel,Ho! Ho! Hoey 3,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:52.379,Gary Hoey,15,
Santa Claus Is Comin' to Town,My Hometown,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:30.880,Bruce Springsteen,16,
Xtina's Xmas (Interlude),My Kind of Christmas,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:01:31.640,Christina Aguilera,17,
"Snow Angels (From ""ZOMBIES 4: Dawn of the Vampires"")",Disney Channel Holiday: Falalalidays,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:22.881,Freya Skye and Malachi Barton,18,Added in 2025 or prior
Have Yourself a Merry Little Christmas,Ho! Ho! Hoey 3,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:04:03.518,Gary Hoey,19,
Winter Wonderland,I Wanna Be Santa Claus,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:02:51.427,Ringo Starr,20,
Run Rudolph Run,From Small Things: The Best of Dave Edmunds,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:43.212,The Dave Edmunds Band,21,
Santa's Got a Brand New Bag,Brand New Year,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:02:46.760,SHeDAISY,22,
What Christmas Means to Me,A Very Special Christmas 2,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:02:35.804,Paul Young,23,
Let It Snow! Let It Snow! Let It Snow!,Ho! Ho! Hoey 3,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:02:33.274,Gary Hoey,24,
Mama's Gettin' Ready for Christmas,A December to Remember,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:16.203,Aaron Tippin,25,
A Present Just For Me,A Vibraphonic Christmas,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:04:50.580,Vibraphonic,26,
Rock and Roll Christmas,The EMI Years,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:21.246,George Thorogood & The Destroyers,27,
Coming Home This Christmas,A Very Jonas Christmas Movie OST,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:20.435,Jonas Brothers,28,Added in 2025; repeated
"The Christmas Song (Holiday
  Remix)",My Kind of Christmas,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:59.999,Christina Aguilera,29,
I Saw Mommy Kissing Santa Claus,Ho! Ho! Hoey: The Complete Collection,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:39.733,Gary Hoey,30,
Merry Christmas Baby,A Christmas Celebration of Hope,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:03:53.345,B.B. King,31,
"Ay, Ay, Ay It's Christmas",Another Rosie Christmas,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:02:28.258,"Rosie O'Donnell, Ricky Martin",32,
Christmas All Over Again,A Very Special Christmas 2,,,,Downtown Disney District,,,DTDD Nighttime Holiday v.4 [REF],,,00:04:12.897,Tom Petty & The Heartbreakers,33,
Let It Snow,Christmas Carols,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday","This loop plays at the Pixar Place Hotel (except the Great Maple Modern American Eatery) and plays throughout the Disneyland Hotel, but not outside Trader Sam's, the Sleeping Beauty Pavilion/speakers above Goofy’s, and within Goofy’s Kitchen. The loop also plays inside the individual tower lobbies, including the Discovery Tower and porte-cochère, Loop was introduced in the 2025 holiday season. Preliminary tracklist compiled by Park Sensory and SSrustworthy based on a live reference recording by Park Sensory, https://www.youtube.com/watch?v=Odg6l4MGjc4. See MouseBits, https://forums.mousebits.com/threads/disneyland-resort-christmas-loops-3-0.8247/post-100613.",02:31:19,00:03:31.603,The Eddie Higgins Trio,1,
Blue Christmas,Bossa Nova Christmas,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:03:50.218,Jack Jezzro,2,
Brazillian Sleigh Bells,Snowbound,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:03:01.020,Ferrante & Teicher,3,
Deck The Halls,Let It Snow!: Instrumental Christmas Music,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:02:56.522,Jack Jezzro,4,
Jingle Bells,Christmas Jazz: Instrumental Jazz For The Holidays,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:02:30.197,Beegie Adair,5,
We Wish You a Merry Christmas,Christmas Kitsch,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:03:22.182,Tony Kinsey,6,
Show Me The Magic,Taller (Expanded Edition),,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:02:27.968,Jamie Cullum,7,
Ding Dong Merrily on High,Christmas Cocktails: A Jazz Lounge Holiday Collection,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:02:49.005,Candy Cane Trio,8,
Frosty The Snowman,Jazz For Joy: A Verve Christmas Album,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:03:51.479,Roy Hargrove & Christian McBride,9,
God Rest Ye Merry Gentlemen,Christmas Kitsch,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:02:40.607,Jean-Paul Renus & Pierre Le Blanc,10,
Have Yourself a Merry Little Christmas,Jazz At the North Pole,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:04:43.821,Poncho Sanchez,11,
Good King Wenceslas,Jazz At the North Pole,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:01:51.817,Candy Cane Trio,12,
Hark the Herald Angels Sing,Christmas Cocktails: A Jazz Lounge Holiday Collection,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:02:01.800,Candy Cane Trio,13,
Jingle Bells,Bossa Nova Christmas,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:03:01.695,Jack Jezzro,14,
Here Comes Santa Claus,Joy and Peace to You,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:01:34.867,Muzak Orchestra,15,
Le bonhomme de neige,Fantaisie de noël avec Herman Apple,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:02:08.439,Herman Apple,16,
Let It Snow! Let It Snow! Let It Snow!,Christmas Jazz: Instrumental Jazz For The Holidays,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:02:43.142,Denis Solee,17,
O Christmas Tree,Christmas Jazz: Instrumental Jazz For The Holidays,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:03:02.529,George Tidwell,18,
We Wish You a Merry Christmas,A Very Keyboards Christmas,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:03:06.199,Kait Dunton,19,
Mistletoe And Holly,Best Of Beegie Adair: Jazz Piano Christmas Performances,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:03:30.327,Beegie Adair,20,
O Little Town Of Bethlehem,Christmas Jazz: Instrumental Jazz For The Holidays,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:02:42.729,Jack Jezzro,21,
O Swing All Ye Faithful,Only Gift,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:02:57.532,Andrew Morgan Smith and the Lifetimers,22,
Silent Night,Latin Jazz Christmas,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:05:55.823,The Caribbean Jazz Project,23,
Silver Bells,Christmas Jazz: Instrumental Jazz For The Holidays,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:03:22.100,Sam Levine,24,
Home For The Holidays,Jack Jezzro: The Christmas Collection,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:03:44.242,Jack Jezzro,25,
I'll Be Home for Christmas,Jazz for Joy,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:04:28.064,Stephen Scott,26,
My Favorite Things,Cool Jazz Christmas,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:03:27.007,Leif Shires,27,
Rocking Around the Christmas Tree,A Bossa Nova Christmas (The Definitive Edition),,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:02:23.429,Nova,28,
Santa Baby,Cozy Christmas,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:04:10.900,Denis Solee,29,
Winter Wonderland,A Very Swingin’ Basie Christmas!,,,,"Disneyland Hotel, Pixar Place Hotel",,,"Disneyland Hotel Holiday v.3, Disneyland Hotel Porte-Cochère Holiday, Pixar Place Hotel Holiday",,,00:03:07.486,The Count Basie Orchestra,30,
