Track,Album,Album Disc Number,Album Label,Album Track Number,Dates,Holiday/Special Event,Land,Loop,Loop Notes,Loop Total Length,Loop Track Length,Track Artist,Track No.,Track Notes
Doctor Finklestein/In the Forest,Tim Burton's The Nightmare Before Christmas,,,5,,"Christmas, Halloween",New Orleans Square,French Market Patio Holiday,,,2:33.193,,7,
End Credits,Sleepy Hollow,,,19,,"Christmas, Halloween",New Orleans Square,French Market Patio Holiday,,,3:00.813,,12,
"We Wish You a Scary Christmas [intro vocal, solo cello w/reverb]",Haunted Mansion Holiday Unload Area [original Goodwin; Unreleased],,,,,"Christmas, Halloween",New Orleans Square,French Market Patio Holiday,,,1:09.621,,13,
Castle On The Hill,Edward Scissorhands,,,3,,"Christmas, Halloween",New Orleans Square,French Market Patio Holiday,,,6:19.207,,6,
Jenny's Theme,Big Fish,,,22,,"Christmas, Halloween",New Orleans Square,French Market Patio Holiday,,,1:38.272,,15,
Overture,Tim Burton's The Nightmare Before Christmas,,,1,,"Christmas, Halloween",New Orleans Square,French Market Patio Holiday,,,1:44.581,,3,
The End,Edward Scissorhands,,,16,,"Christmas, Halloween",New Orleans Square,French Market Patio Holiday,,,4:36.613,,19,
Nabbed,Tim Burton's The Nightmare Before Christmas,,,12,,"Christmas, Halloween",New Orleans Square,French Market Patio Holiday,,,3:01.967,,16,
End Title,Tim Burton's The Nightmare Before Christmas,,,20,,"Christmas, Halloween",New Orleans Square,French Market Patio Holiday,,,5:02.375,,20,
Christmas Eve Montage,Tim Burton's The Nightmare Before Christmas,,,15,,"Christmas, Halloween",New Orleans Square,French Market Patio Holiday,,,4:41.795,,18,
To the Rescue,Tim Burton's The Nightmare Before Christmas,,,17,,"Christmas, Halloween",New Orleans Square,French Market Patio Holiday,,,3:36.848,,17,
"Haunted Mansion, ‘Graveyard Music’",Disneyland Forever,,,,,,New Orleans Square,"Le Bat en Rouge, Port Royal Curios and Curiosities","This loop plays in Port Royal, in the corner spot formerly housed by Le Bat en Rouge. It is composed of only two tracks. See MouseBits, https://mousebits.com/smf/index.php?topic=9027.msg86133#msg86133.",~00:02:35.996,00:59.883,,1,"note, crossfade out at 0:59.336

AKA Swinging Wake - The Haunted Mansion [2009]"
Jingle Bells,A New Orleans Christmas,,NYNO Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday","This loop played in the Blue Bayou Restaurant (as of 2011 or earlier) and on the Riverfront of the Rivers of America (as of 2015, replacing a slightly different, shorter version). It is identical to the Tokyo Disneyland Royal Street holiday loop. The Blue Bayou holiday loop seems to have been replaced by the regular loop as of 2024. See MouseBits: https://mousebits.com/smf/index.php?topic=6912.msg58625#msg58625, https://mousebits.com/smf/index.php?topic=9114.msg86662#msg86662, and https://mousebits.com/smf/index.php?topic=9141.msg86828#msg86828. The https://forums.mousebits.com/threads/disneyland-resort-christmas-loops-2-0.6912/post-58625 was posted in 2011 by wedroy1923.",00:42:54.499,,New Birth Brass Band,1,
I Saw Mommy Kissing Santa Claus,Christmas Time with Magnolia Jazzband,,GHB Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,Magnolia Jazzband,10,"Edited to include 00:00:00-01:31:00, 03:22:50-04:36:75"
God Rest Ye Merry Gentlemen,Crescent City Christmas,,GHB Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,Lars Edegran & His Santa Claus Revelers,7,"Edited to include 00:00:00-00:28:00, 00:53:75-01:44:00, 02:07:50-End"
Let It Snow,Christmas Time with Magnolia Jazzband,,GHB Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,Magnolia Jazzband,2,Edited to include 00:06:50-01:01.32 and 3:05.511-05:05:50
Jingle Bells,Christmas with Travelin' Light,,Telarc,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,Travelin' Light,9,"Edited to include 00:00:00-2:55.49, 03:56.20-end"
Winter Wonderland,A New Orleans Christmas,,NYNO Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,Allen Toussaint,14,
Christmas in New Orleans,A New Orleans Christmas,,NYNO Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,James Andrews,11,
Here Comes Santa Claus,Crescent City Christmas,,GHB Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,Lars Edegran & His Santa Claus Revelers,6,
Silver Bells,Christmas Time with Magnolia Jazzband,,GHB Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,Magnolia Jazzband,8,"Edited to include 00:04:00-02:30:50, 03:04:00-03:40:75"
Silent Night,A New Orleans Christmas,,NYNO Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,Allen Toussaint,3,
Please Come Home for Christmas,Aaron Neville's Soulful Christmas,,A&M Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,Aaron Neville,5,
Silent Night,Gumbo Christmas,,Summit Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,The Dixieland Ramblers & Michael Bennett,12,
Santa Second Line,A New Orleans Christmas,,NYNO Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,New Birth Brass Band,4,Edited to include 00:13:00-End
Louisiana Christmas Day,Aaron Neville's Soulful Christmas,,A&M Records,,,Christmas,"Frontierland, New Orleans Square","Rivers of America Holiday v.2, The Blue Bayou Restaurant Holiday",,,,Aaron Neville,13,
Kiamana Hila,Steel Guitar Magic - Hawaiian Style,1,The Mountain Apple Company,6,"March 12, 2005",,Adventureland,Tiki Room Lanai v.3,"The third, and current, installment of the Lanai loop was installed during the 2004-2005 refurbishment. This listing was compiled over on Magic Music back in 2009. See Magic Music: https://community.magicmusic.net/threads/tiki-room-lanai-music-dl.4222/ (2009). Also see MouseBits, https://mousebits.com/smf/index.php?topic=10842.msg98987#msg98987 (2022). ",Unknown,,Jack de Mello,1,
Sophisticated Hula,Steel Guitar Magic - Hawaiian Style,1,The Mountain Apple Company,14,"March 12, 2005",,Adventureland,Tiki Room Lanai v.3,,,,Jack de Mello,6,
Mekakani Kaupo,Steel Guitar Magic - Hawaiian Style,1,The Mountain Apple Company,10,"March 12, 2005",,Adventureland,Tiki Room Lanai v.3,,,,Jack de Mello,4,
Pearly Shells,Steel Guitar Magic - Hawaiian Style,1,The Mountain Apple Company,2,"March 12, 2005",,Adventureland,Tiki Room Lanai v.3,,,,Jack de Mello,3,
Lovely Hula Hands,Steel Guitar Magic - Hawaiian Style,1,The Mountain Apple Company,3,"March 12, 2005",,Adventureland,Tiki Room Lanai v.3,,,,Jack de Mello,2,
Maui Chimes,Steel Guitar Magic - Hawaiian Style,1,The Mountain Apple Company,4,"March 12, 2005",,Adventureland,Tiki Room Lanai v.3,,,,Jack de Mello,5,
Papio,Soft Sounds From The South Seas,,Dot Records,,,,Adventureland,Tiki Room Lanai v.2,"This loop played in the Tiki Room Lanai area. According to DL Flight 295, this loop was installed when Dole took over sponsorship of the Enchanted Tiki Room in 1976 and played until the 2004 rehab. Playlist based on a circulating track of unknown origin, likely a transfer from a reel-to-reel. See Magic Music: https://community.magicmusic.net/threads/tiki-room-lanai-music-dl.4222/ (2009) and MouseBits: https://mousebits.com/smf/index.php?topic=9880.msg92928#msg92928 (2018). All tracks are unedited in the loop. This loop can be found as “Pre-Show Background Music” in the Disneyland Collection torrent. Also see MouseBits, https://mousebits.com/smf/index.php?topic=10842.msg98987#msg98987 (2022). ",00:16:33,,The Royal Tahitians,1,
Awai Aulu Ke Aloha,Songs Of Hawaii,,RCA Camden,,,,Adventureland,Tiki Room Lanai v.2,,,,Leo Addeo And His Orchestra,4,
Maori Farewell Song,Hawaii,,London Records,,,,Adventureland,Tiki Room Lanai v.2,,,,Frank Chacksfield And His Orchestra,6,
Moon Over Manakoora,Hawaii,,London Records,,,,Adventureland,Tiki Room Lanai v.2,,,,Frank Chacksfield And His Orchestra,5,
Vana Vana,Soft Sounds From The South Seas,,Dot Records,,,,Adventureland,Tiki Room Lanai v.2,,,,The Royal Tahitians,2,
The Tears (Namida),Ohta San And His Ukulele,,Decca,,,,Adventureland,Tiki Room Lanai v.2,,,,Ohta San,3,
Lotus Land,Exotica,,,,,,Adventureland,Tiki Room Lanai v.1 [INC],"This loop played in the Tiki Room Lanai area. In 1963, Disneyland used a reel of Martin Denny exotica/tropical music in the garden show area. All of the Martin Denny group’s bird calls on the tracks were left intact and. Although the exact date is unclear, the music was changed to a slower set of tracks (v.2), potentially in the early 70s. Martin Denny himself has claimed to have heard his track “Lotus Land” playing. See Magic Music, https://community.magicmusic.net/threads/walt-disneys-enchanted-tiki-room.1146/#post-8084 (2003), https://community.magicmusic.net/threads/tiki-room-lanai-music-dl.4222/#post-30545 (2009), https://community.magicmusic.net/threads/frontierland-loop-question.3677/#post-25773 (2008). Also see MouseBits, https://mousebits.com/smf/index.php?topic=10842.msg98987#msg98987 (2022). ",01:20:30,,Martin Denny,,
In the Mood,Hits of '39,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,,,,Glenn Miller and his Orchestra,2,
There Goes That Song Again,,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,,,,Ginny Simms,3,
"(I've Got Spurs that) Jingle, Jangle, Jangle",,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,This is the loop that plays in the exterior queue of Indiana Jones Adventure. A separate loop of generator noise also comes from a generator. See Magic Music: https://community.magicmusic.net/threads/disneyland-music-loops.17/#post-71 (2002); and http://web.archive.org/web/20070703011709/http://disneymusicloops.tripod.com/dlr/dlr-adv-indyqueue.html. Also see MouseBits: https://mousebits.com/smf/index.php?topic=9401.msg98948#msg98948. The loop is set up like a radio program from 1939 with various news reports on Indiana Jones.,00:31:04,,Kay Kyser,1,
In a Little Spanish Town,,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,,,,Tommy Dorsey,4,
Harlem River Dance,,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,,,,Claude Hopkins,7,
Let’s Dance,,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,,,,Benny Goodman,5,
Indian Summer,Hits of '39,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,,,,Kay Kyser & Ginny Simms,6,
Radio news,,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,,,,,1.5,
Radio News,,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,,,,,8.5,
Little Brown Jug,,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,,,,Glenn Miller and his Orchestra,8,
Radio news,,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,,,,,5.5,
Moonlight Serenade,,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,,,,Glenn Miller and his Orchestra,10,
In the Shade of the Old Apple Tree,,,,,"March 4, 1995",,Adventureland,Indiana Jones Adventure Queue,,,,Claude Hopkins,9,
Treehouse Entrance: Strangers Like Me,Unreleased,,,,"June 23, 1999 → September 3, 2021",,Adventureland,Tarzan's Treehouse,"This tracklist is for the attraction music at Tarzan’s Treehouse, 1999-2021. This is not a loop that plays successively from one speaker, but rather a collection of different musical tracks that played from different segments of the treehouse as you walked through the attraction. See an interview with Tony Baxter on the attraction music: https://community.magicmusic.net/threads/tarzans-treehouse.160/#post-1162",N/A,,Andy Belling,1,Partially available as part of the Tarzan Medley available on “A Musical History of Disneyland”. This also plays throughout the tree when not viewing a specific scene.
Sabor Encounter: Two Worlds v.1,Tarzan OST,,,,"June 23, 1999 → September 3, 2021",,Adventureland,Tarzan's Treehouse,,,,,2,"Instrumental, edited portion of “Two Worlds” from the movie OST"
Sketching Room: You’ll Be in My Heart v.2,Unreleased,,,,"June 23, 1999 → September 3, 2021",,Adventureland,Tarzan's Treehouse,,,,Andy Belling,4,Partially available as part of the Tarzan Medley available on “A Musical History of Disneyland”.
Tarzan’s Room: You’ll Be in My Heart v.1,Tarzan OST,,,,"June 23, 1999 → September 3, 2021",,Adventureland,Tarzan's Treehouse,,,,,3,Edited version of the movie soundtrack
Swisskapolka,A Musical History of Disneyland,,,,"June 23, 1999 → September 3, 2021",,Adventureland,Tarzan's Treehouse,,,,,6,"Edited to be a scratchy 78rpm and skip as it “plays” from an old phonograph. "
Descent: Son of Man,Unreleased,,,,"June 23, 1999 → September 3, 2021",,Adventureland,Tarzan's Treehouse,,,,Andy Belling,5,Partially available as part of the Tarzan Medley available on “A Musical History of Disneyland”.
Base Camp: Trashin’ the Camp,Tarzan OST,,,,"June 23, 1999 → September 3, 2021",,Adventureland,Tarzan's Treehouse,,,,,7,"Instrumental, edited portion of the movie soundtrack"
Lawrence of Arabia,Unreleased,,,,"July 2, 1993",,Adventureland,Aladdin's Oasis,This loop played at Aladdin’s Oasis during the “restaurant” phase. It consisted of several popular songs played with a sitar. See Magic Music: https://community.magicmusic.net/threads/disneyland-music-loops.17/page-3#post-266,Unknown,,,1,
Dueling Banjos,Unreleased,,,,"July 2, 1993",,Adventureland,Aladdin's Oasis,,,,,2,
In The Mood,Unreleased,,,,"July 2, 1993",,Adventureland,Aladdin's Oasis,,,,,6,
Norwegian Wood,Unreleased,,,,"July 2, 1993",,Adventureland,Aladdin's Oasis,,,,,4,
Surfin’ USA,Unreleased,,,,"July 2, 1993",,Adventureland,Aladdin's Oasis,,,,,8,
"New York, New York",Unreleased,,,,"July 2, 1993",,Adventureland,Aladdin's Oasis,,,,,9,
"Sing, Sing, Sing",Unreleased,,,,"July 2, 1993",,Adventureland,Aladdin's Oasis,,,,,12,
Sweet Georgia Brown,Unreleased,,,,"July 2, 1993",,Adventureland,Aladdin's Oasis,,,,,3,
I Dream of Jeannie,Unreleased,,,,"July 2, 1993",,Adventureland,Aladdin's Oasis,,,,,10,
The Entertainer,Unreleased,,,,"July 2, 1993",,Adventureland,Aladdin's Oasis,,,,,5,
Caravan,Unreleased,,,,"July 2, 1993",,Adventureland,Aladdin's Oasis,,,,,7,Incorrectly identified in original listing as “Surfin’ USA”
As Time Goes By,We'll Meet Again: The Love Songs of World War II,,Smithsonian Records,,"June 26, 1994",,Adventureland,Jungle Cruise Queue v.2,"This version of the Jungle Cruise Queue radio played from 1992 until 2020. In 2021, the music stayed the same, but the loop changed to include radio news from “Alberta Falls” (SEA member). See https://community.magicmusic.net/threads/magic-kingdom-jungle-cruise-bgm.16/#post-70 (a misnomer) and MouseBits: https://mousebits.com/smf/index.php?topic=9756.msg91954#msg91954. This playlist was compiled from a source recording. All of songs in the loop seemed to be EQed to reduce bass and treble significantly.","00:58:12.115

(updated version is also ~58 min long)",,Adelaide Hall,1,Begins with radio news chatter.
Sentimental Journey,We'll Meet Again: The Love Songs of World War II,,Smithsonian Records,,"June 26, 1994",,Adventureland,Jungle Cruise Queue v.2,,,,The Merry Macs,3,
